company_name,ticker,company_name_norm
ＲＯＢＯＴ　ＰＡＹＭＥＮＴ,4374,ＲＯＢＯＴ ＰＡＹＭＥＮＴ
セーフィー,4375,セーフィー
くふうカンパニーホールディングス,4376,くふうカンパニーホールディングス
ワンキャリア,4377,ワンキャリア
ＣＩＮＣ,4378,ＣＩＮＣ
Ｐｈｏｔｏｓｙｎｔｈ,4379,Ｐｈｏｔｏｓｙｎｔｈ
ジェイウェイブ,437A,ジェイウェイブ
Ｍマート,4380,Ｍマート
ビープラッツ,4381,ビープラッツ
ＨＥＲＯＺ,4382,ＨＥＲＯＺ
ラクスル,4384,ラクスル
メルカリ,4385,メルカリ
ＳＩＧグループ,4386,ＳＩＧグループ
ＺＵＵ,4387,ＺＵＵ
エーアイ,4388,エーアイ
プロパティデータバンク,4389,プロパティデータバンク
インフキュリオン,438A,インフキュリオン
ＩＰＳ,4390,ＩＰＳ
ロジザード,4391,ロジザード
ＦＩＧ,4392,ＦＩＧ
バンク・オブ・イノベーション,4393,バンク・オブ・イノベーション
エクスモーション,4394,エクスモーション
アクリート,4395,アクリート
システムサポートホールディングス,4396,システムサポートホールディングス
チームスピリット,4397,チームスピリット
ブロードバンドセキュリティ,4398,ブロードバンドセキュリティ
アクトビ,439A,アクトビ
ＡＤＥＫＡ,4401,ＡＤＥＫＡ
日油,4403,日油
ミヨシ油脂,4404,ミヨシ油脂
新日本理化,4406,新日本理化
東邦化学工業,4409,東邦化学工業
ハリマ化成グループ,4410,ハリマ化成グループ
サイエンスアーツ,4412,サイエンスアーツ
ボードルア,4413,ボードルア
フレクト,4414,フレクト
ブロードエンタープライズ,4415,ブロードエンタープライズ
Ｔｒｕｅ　Ｄａｔａ,4416,Ｔｒｕｅ Ｄａｔａ
グローバルセキュリティエキスパート,4417,グローバルセキュリティエキスパート
ＪＤＳＣ,4418,ＪＤＳＣ
Ｆｉｎａｔｅｘｔホールディングス,4419,Ｆｉｎａｔｅｘｔホールディングス
ＮＥ,441A,ＮＥ
イーソル,4420,イーソル
ディ・アイ・システム,4421,ディ・アイ・システム
ＶＡＬＵＥＮＥＸ,4422,ＶＡＬＵＥＮＥＸ
Ａｍａｚｉａ,4424,Ａｍａｚｉａ
Ｋｕｄａｎ,4425,Ｋｕｄａｎ
パスロジ,4426,パスロジ
ＥｄｕＬａｂ,4427,ＥｄｕＬａｂ
シノプス,4428,シノプス
リックソフト,4429,リックソフト
クラシコ,442A,クラシコ
東海ソフト,4430,東海ソフト
スマレジ,4431,スマレジ
ウイングアーク１ｓｔ,4432,ウイングアーク１ｓｔ
ヒト・コミュニケーションズ・ホールディングス,4433,ヒト・コミュニケーションズ・ホールディングス
サーバーワークス,4434,サーバーワークス
ミンカブ・ジ・インフォノイド,4436,ミンカブ・ジ・インフォノイド
ｇｏｏｄｄａｙｓホールディングス,4437,ｇｏｏｄｄａｙｓホールディングス
Ｗｅｌｂｙ,4438,Ｗｅｌｂｙ
東名,4439,東名
ｉＦｒｅｅＥＴＦ　東証ＲＥＩＴ指数（２・５・８・１１月決算型）,443A,ｉＦｒｅｅＥＴＦ 東証ＲＥＩＴ指数（２・５・８・１１月決算型）
ヴィッツ,4440,ヴィッツ
トビラシステムズ,4441,トビラシステムズ
バルテス・ホールディングス,4442,バルテス・ホールディングス
Ｓａｎｓａｎ,4443,Ｓａｎｓａｎ
インフォネット,4444,インフォネット
リビン・テクノロジーズ,4445,リビン・テクノロジーズ
Ｌｉｎｋ－Ｕグループ,4446,Ｌｉｎｋ－Ｕグループ
ピー・ビーシステムズ,4447,ピー・ビーシステムズ
ｋｕｂｅｌｌ,4448,ｋｕｂｅｌｌ
ギフティ,4449,ギフティ
アイテル,444A,アイテル
パワーソリューションズ,4450,パワーソリューションズ
花王,4452,花王
東洋コーポレーション,445A,東洋コーポレーション
第一工業製薬,4461,第一工業製薬
石原ケミカル,4462,石原ケミカル
日華化学,4463,日華化学
ソフト９９コーポレーション,4464,ソフト９９コーポレーション
ニイタカ,4465,ニイタカ
ノースサンド,446A,ノースサンド
三洋化成工業,4471,三洋化成工業
ＨＥＮＮＧＥ,4475,ＨＥＮＮＧＥ
ＡＩ　ＣＲＯＳＳ,4476,ＡＩ ＣＲＯＳＳ
ＢＡＳＥ,4477,ＢＡＳＥ
フリー,4478,フリー
マクアケ,4479,マクアケ
ステート・ストリート・スパイダー　ゴールド　ＥＴＦ（為替ヘッジなし）,447A,ステート・ストリート・スパイダー ゴールド ＥＴＦ（為替ヘッジなし）
メドレー,4480,メドレー
ベース,4481,ベース
ウィルズ,4482,ウィルズ
ＪＭＤＣ,4483,ＪＭＤＣ
ランサーズ,4484,ランサーズ
ユナイトアンドグロウ,4486,ユナイトアンドグロウ
スペースマーケット,4487,スペースマーケット
ＡＩ　ｉｎｓｉｄｅ,4488,ＡＩ ｉｎｓｉｄｅ
ステート・ストリート・スパイダー　ゴールド　ＥＴＦ（為替ヘッジあり）,448A,ステート・ストリート・スパイダー ゴールド ＥＴＦ（為替ヘッジあり）
ビザスク,4490,ビザスク
コンピューターマネージメント,4491,コンピューターマネージメント
ゼネテック,4492,ゼネテック
サイバーセキュリティクラウド,4493,サイバーセキュリティクラウド
バリオセキュア,4494,バリオセキュア
アイキューブドシステムズ,4495,アイキューブドシステムズ
コマースＯｎｅホールディングス,4496,コマースＯｎｅホールディングス
サイバートラスト,4498,サイバートラスト
Ｓｐｅｅｅ,4499,Ｓｐｅｅｅ
ステート・ストリート・スパイダー　Ｓ＆Ｐ５００　ＥＴＦ（為替ヘッジなし）,449A,ステート・ストリート・スパイダー Ｓ＆Ｐ５００ ＥＴＦ（為替ヘッジなし）
武田薬品工業,4502,武田薬品工業
アステラス製薬,4503,アステラス製薬
住友ファーマ,4506,住友ファーマ
塩野義製薬,4507,塩野義製薬
ステート・ストリート・スパイダー　Ｓ＆Ｐ５００　ＥＴＦ（為替ヘッジあり）,450A,ステート・ストリート・スパイダー Ｓ＆Ｐ５００ ＥＴＦ（為替ヘッジあり）
わかもと製薬,4512,わかもと製薬
日本新薬,4516,日本新薬
中外製薬,4519,中外製薬
ステート・ストリート・スパイダー　Ｓ＆Ｐ５００高配当株　ＥＴＦ,451A,ステート・ストリート・スパイダー Ｓ＆Ｐ５００高配当株 ＥＴＦ
科研製薬,4521,科研製薬
エーザイ,4523,エーザイ
森下仁丹,4524,森下仁丹
理研ビタミン,4526,理研ビタミン
ロート製薬,4527,ロート製薬
小野薬品工業,4528,小野薬品工業
ｉシェアーズ　Ｓ＆Ｐ　５００　プレミアムインカム　ＥＴＦ,452A,ｉシェアーズ Ｓ＆Ｐ ５００ プレミアムインカム ＥＴＦ
久光製薬,4530,久光製薬
有機合成薬品工業,4531,有機合成薬品工業
持田製薬,4534,持田製薬
参天製薬,4536,参天製薬
扶桑薬品工業,4538,扶桑薬品工業
日本ケミファ,4539,日本ケミファ
ｉシェアーズ　米国債２０年超　プレミアムインカム　ＥＴＦ,453A,ｉシェアーズ 米国債２０年超 プレミアムインカム ＥＴＦ
ツムラ,4540,ツムラ
テルモ,4543,テルモ
Ｈ．Ｕ．グループホールディングス,4544,Ｈ．Ｕ．グループホールディングス
キッセイ薬品工業,4547,キッセイ薬品工業
生化学工業,4548,生化学工業
栄研化学,4549,栄研化学
ＪＣＲファーマ,4552,ＪＣＲファーマ
東和薬品,4553,東和薬品
富士製薬工業,4554,富士製薬工業
カイノス,4556,カイノス
中京医薬品,4558,中京医薬品
ゼリア新薬工業,4559,ゼリア新薬工業
バリューソフトホールディングス,455A,バリューソフトホールディングス
アンジェス,4563,アンジェス
オンコセラピー・サイエンス,4564,オンコセラピー・サイエンス
ネクセラファーマ,4565,ネクセラファーマ
第一三共,4568,第一三共
杏林製薬,4569,杏林製薬
ＨＵＭＡＮ　ＭＡＤＥ,456A,ＨＵＭＡＮ ＭＡＤＥ
免疫生物研究所,4570,免疫生物研究所
ＮＡＮＯ　ＭＲＮＡ,4571,ＮＡＮＯ ＭＲＮＡ
カルナバイオサイエンス,4572,カルナバイオサイエンス
大幸薬品,4574,大幸薬品
キャンバス,4575,キャンバス
デ・ウエスタン・セラピテクス研究所,4576,デ・ウエスタン・セラピテクス研究所
ダイト,4577,ダイト
大塚ホールディングス,4578,大塚ホールディングス
ラクオリア創薬,4579,ラクオリア創薬
ルリアン,457A,ルリアン
シンバイオ製薬,4582,シンバイオ製薬
カイオム・バイオサイエンス,4583,カイオム・バイオサイエンス
キッズウェル・バイオ,4584,キッズウェル・バイオ
メドレックス,4586,メドレックス
ペプチドリーム,4587,ペプチドリーム
オンコリスバイオファーマ,4588,オンコリスバイオファーマ
プラン・ドゥ,458A,プラン・ドゥ
リボミック,4591,リボミック
サンバイオ,4592,サンバイオ
ヘリオス,4593,ヘリオス
ブライトパス・バイオ,4594,ブライトパス・バイオ
ミズホメディー,4595,ミズホメディー
窪田製薬ホールディングス,4596,窪田製薬ホールディングス
ソレイジア・ファーマ,4597,ソレイジア・ファーマ
Ｄｅｌｔａ－Ｆｌｙ　Ｐｈａｒｍａ,4598,Ｄｅｌｔａ－Ｆｌｙ Ｐｈａｒｍａ
ステムリム,4599,ステムリム
野村高利回りＪリート指数ＥＴＦ,459A,野村高利回りＪリート指数ＥＴＦ
大日本塗料,4611,大日本塗料
日本ペイントホールディングス,4612,日本ペイントホールディングス
関西ペイント,4613,関西ペイント
神東塗料,4615,神東塗料
川上塗料,4616,川上塗料
中国塗料,4617,中国塗料
日本特殊塗料,4619,日本特殊塗料
ＭＡＸＩＳ日本株高配当ＳＭＡＲＴ５０上場投信,461A,ＭＡＸＩＳ日本株高配当ＳＭＡＲＴ５０上場投信
藤倉化成,4620,藤倉化成
アサヒペン,4623,アサヒペン
イサム塗料,4624,イサム塗料
アトミクス,4625,アトミクス
太陽ホールディングス,4626,太陽ホールディングス
ナトコ,4627,ナトコ
エスケー化研,4628,エスケー化研
大伸化学,4629,大伸化学
ＤＩＣ,4631,ＤＩＣ
サカタインクス,4633,サカタインクス
ａｒｔｉｅｎｃｅ,4634,ａｒｔｉｅｎｃｅ
東京インキ,4635,東京インキ
アルプス技研,4641,アルプス技研
オリジナル設計,4642,オリジナル設計
イマジニア,4644,イマジニア
市進ホールディングス,4645,市進ホールディングス
ＳＤエンターテイメント,4650,ＳＤエンターテイメント
サニックスホールディングス,4651,サニックスホールディングス
環境管理センター,4657,環境管理センター
日本空調サービス,4658,日本空調サービス
エイジス,4659,エイジス
グローバルＸ　日経平均株主還元４０－日本株式　ＥＴＦ,465A,グローバルＸ 日経平均株主還元４０－日本株式 ＥＴＦ
オリエンタルランド,4661,オリエンタルランド
フォーカスシステムズ,4662,フォーカスシステムズ
アール・エス・シー,4664,アール・エス・シー
ダスキン,4665,ダスキン
パーク２４,4666,パーク２４
アイサンテクノロジー,4667,アイサンテクノロジー
明光ネットワークジャパン,4668,明光ネットワークジャパン
グローバルＸ　防衛テック　ＥＴＦ,466A,グローバルＸ 防衛テック ＥＴＦ
ファルコホールディングス,4671,ファルコホールディングス
川崎地質,4673,川崎地質
クレスコ,4674,クレスコ
フジ・メディア・ホールディングス,4676,フジ・メディア・ホールディングス
秀英予備校,4678,秀英予備校
田谷,4679,田谷
グローバルＸ　米ドル建て投資適格社債　ＥＴＦ（為替ヘッジあり）,467A,グローバルＸ 米ドル建て投資適格社債 ＥＴＦ（為替ヘッジあり）
ラウンドワン,4680,ラウンドワン
リゾートトラスト,4681,リゾートトラスト
オービック,4684,オービック
菱友システムズ,4685,菱友システムズ
ジャストシステム,4686,ジャストシステム
ＴＤＣソフト,4687,ＴＤＣソフト
ＬＩＮＥヤフー,4689,ＬＩＮＥヤフー
グローバルＸ　米ドル建て投資適格社債　ＥＴＦ,468A,グローバルＸ 米ドル建て投資適格社債 ＥＴＦ
日本パレットプール,4690,日本パレットプール
ワシントンホテル,4691,ワシントンホテル
ビー・エム・エル,4694,ビー・エム・エル
トレンドマイクロ,4704,トレンドマイクロ
クリップコーポレーション,4705,クリップコーポレーション
キタック,4707,キタック
ＩＤホールディングス,4709,ＩＤホールディングス
ＫｅｙＨｏｌｄｅｒ,4712,ＫｅｙＨｏｌｄｅｒ
リソー教育グループ,4714,リソー教育グループ
日本オラクル,4716,日本オラクル
早稲田アカデミー,4718,早稲田アカデミー
アルファシステムズ,4719,アルファシステムズ
城南進学研究社,4720,城南進学研究社
フューチャー,4722,フューチャー
ＣＡＣ　Ｈｏｌｄｉｎｇｓ,4725,ＣＡＣ Ｈｏｌｄｉｎｇｓ
トーセ,4728,トーセ
ユー・エス・エス,4732,ユー・エス・エス
オービックビジネスコンサルタント,4733,オービックビジネスコンサルタント
京進,4735,京進
日本ラッド,4736,日本ラッド
アイティフォー,4743,アイティフォー
東京個別指導学院,4745,東京個別指導学院
東計電算,4746,東計電算
ダイサン,4750,ダイサン
サイバーエージェント,4751,サイバーエージェント
昭和システムエンジニアリング,4752,昭和システムエンジニアリング
トスネット,4754,トスネット
楽天グループ,4755,楽天グループ
アルファ,4760,アルファ
さくらケーシーエス,4761,さくらケーシーエス
エックスネット,4762,エックスネット
クリーク・アンド・リバー社,4763,クリーク・アンド・リバー社
ＳＢＩグローバルアセットマネジメント,4765,ＳＢＩグローバルアセットマネジメント
ピーエイ,4766,ピーエイ
テー・オー・ダブリュー,4767,テー・オー・ダブリュー
大塚商会,4768,大塚商会
ＩＣ,4769,ＩＣ
エフアンドエム,4771,エフアンドエム
ＳＭ　ＥＮＴＥＲＴＡＩＮＭＥＮＴ　ＪＡＰＡＮ,4772,ＳＭ ＥＮＴＥＲＴＡＩＮＭＥＮＴ ＪＡＰＡＮ
サイボウズ,4776,サイボウズ
ガーラ,4777,ガーラ
ＮＣＤ,4783,ＮＣＤ
ＧＭＯインターネット,4784,ＧＭＯインターネット
山田コンサルティンググループ,4792,山田コンサルティンググループ
オリコン,4800,オリコン
セントラルスポーツ,4801,セントラルスポーツ
パラカ,4809,パラカ
ドリーム・アーツ,4811,ドリーム・アーツ
電通総研,4812,電通総研
ＡＣＣＥＳＳ,4813,ＡＣＣＥＳＳ
ネクストウェア,4814,ネクストウェア
東映アニメーション,4816,東映アニメーション
デジタルガレージ,4819,デジタルガレージ
イーエムシステムズ,4820,イーエムシステムズ
ウェザーニューズ,4825,ウェザーニューズ
ＣＩＪ,4826,ＣＩＪ
ビジネスエンジニアリング,4828,ビジネスエンジニアリング
日本エンタープライズ,4829,日本エンタープライズ
ＪＦＥシステムズ,4832,ＪＦＥシステムズ
Ｄｅｆ　ｃｏｎｓｕｌｔｉｎｇ,4833,Ｄｅｆ ｃｏｎｓｕｌｔｉｎｇ
スペースシャワーＳＫＩＹＡＫＩホールディングス,4838,スペースシャワーＳＫＩＹＡＫＩホールディングス
ＷＯＷＯＷ,4839,ＷＯＷＯＷ
トライアイズ,4840,トライアイズ
スカラ,4845,スカラ
インテリジェント　ウェイブ,4847,インテリジェント ウェイブ
フルキャストホールディングス,4848,フルキャストホールディングス
エン,4849,エン
メディシノバ・インク,4875,メディシノバ・インク
セルソース,4880,セルソース
ファンペップ,4881,ファンペップ
ペルセウスプロテオミクス,4882,ペルセウスプロテオミクス
モダリス,4883,モダリス
クリングルファーマ,4884,クリングルファーマ
室町ケミカル,4885,室町ケミカル
あすか製薬ホールディングス,4886,あすか製薬ホールディングス
サワイグループホールディングス,4887,サワイグループホールディングス
ステラファーマ,4888,ステラファーマ
レナサイエンス,4889,レナサイエンス
坪田ラボ,4890,坪田ラボ
ティムス,4891,ティムス
サイフューズ,4892,サイフューズ
ノイルイミューン・バイオテック,4893,ノイルイミューン・バイオテック
クオリプス,4894,クオリプス
ケイファーマ,4896,ケイファーマ
富士フイルムホールディングス,4901,富士フイルムホールディングス
コニカミノルタ,4902,コニカミノルタ
資生堂,4911,資生堂
ライオン,4912,ライオン
高砂香料工業,4914,高砂香料工業
マンダム,4917,マンダム
アイビー化粧品,4918,アイビー化粧品
ミルボン,4919,ミルボン
日本色材工業研究所,4920,日本色材工業研究所
コーセー,4922,コーセー
コタ,4923,コタ
ハーバー研究所,4925,ハーバー研究所
シーボン,4926,シーボン
ポーラ・オルビスホールディングス,4927,ポーラ・オルビスホールディングス
ノエビアホールディングス,4928,ノエビアホールディングス
アジュバンホールディングス,4929,アジュバンホールディングス
新日本製薬,4931,新日本製薬
アルマード,4932,アルマード
Ｉ－ｎｅ,4933,Ｉ－ｎｅ
プレミアアンチエイジング,4934,プレミアアンチエイジング
リベルタ,4935,リベルタ
アクシージア,4936,アクシージア
Ｗａｑｏｏ,4937,Ｗａｑｏｏ
エステー,4951,エステー
コニシ,4956,コニシ
ヤスハラケミカル,4957,ヤスハラケミカル
長谷川香料,4958,長谷川香料
ケミプロ化成,4960,ケミプロ化成
上村工業,4966,上村工業
小林製薬,4967,小林製薬
荒川化学工業,4968,荒川化学工業
東洋合成工業,4970,東洋合成工業
メック,4971,メック
綜研化学,4972,綜研化学
日本高純度化学,4973,日本高純度化学
タカラバイオ,4974,タカラバイオ
ＪＣＵ,4975,ＪＣＵ
東洋ドライルーブ,4976,東洋ドライルーブ
新田ゼラチン,4977,新田ゼラチン
リプロセル,4978,リプロセル
ＯＡＴアグリオ,4979,ＯＡＴアグリオ
デクセリアルズ,4980,デクセリアルズ
アース製薬,4985,アース製薬
昭和化学工業,4990,昭和化学工業
北興化学工業,4992,北興化学工業
大成ラミックグループ,4994,大成ラミックグループ
クミアイ化学工業,4996,クミアイ化学工業
日本農薬,4997,日本農薬
フマキラー,4998,フマキラー
日本精蝋,5010,日本精蝋
ニチレキグループ,5011,ニチレキグループ
ユシロ,5013,ユシロ
ビーピー・カストロール,5015,ビーピー・カストロール
ＪＸ金属,5016,ＪＸ金属
富士石油,5017,富士石油
ＭＯＲＥＳＣＯ,5018,ＭＯＲＥＳＣＯ
出光興産,5019,出光興産
ＥＮＥＯＳホールディングス,5020,ＥＮＥＯＳホールディングス
コスモエネルギーホールディングス,5021,コスモエネルギーホールディングス
レボインターナショナル,5022,レボインターナショナル
マーキュリー,5025,マーキュリー
トリプルアイズ,5026,トリプルアイズ
ＡｎｙＭｉｎｄ　Ｇｒｏｕｐ,5027,ＡｎｙＭｉｎｄ Ｇｒｏｕｐ
セカンドサイトアナリティカ,5028,セカンドサイトアナリティカ
サークレイス,5029,サークレイス
モイ,5031,モイ
ＡＮＹＣＯＬＯＲ,5032,ＡＮＹＣＯＬＯＲ
ヌーラボ,5033,ヌーラボ
ｕｎｅｒｒｙ,5034,ｕｎｅｒｒｙ
ＨＯＵＳＥＩ,5035,ＨＯＵＳＥＩ
日本ビジネスシステムズ,5036,日本ビジネスシステムズ
フィットワークス,5037,フィットワークス
ｅＷｅＬＬ,5038,ｅＷｅＬＬ
ドラフト,5070,ドラフト
ヴィス,5071,ヴィス
アートフォースジャパン,5072,アートフォースジャパン
テスホールディングス,5074,テスホールディングス
インフロニア・ホールディングス,5076,インフロニア・ホールディングス
インフロニア・ホールディングス第１回社債型種類株式,50765,インフロニア・ホールディングス第１回社債型種類株式
ハンズ,5077,ハンズ
セレコーポレーション,5078,セレコーポレーション
ノバック,5079,ノバック
横浜ゴム,5101,横浜ゴム
昭和ホールディングス,5103,昭和ホールディングス
ＴＯＹＯ　ＴＩＲＥ,5105,ＴＯＹＯ ＴＩＲＥ
ブリヂストン,5108,ブリヂストン
住友ゴム工業,5110,住友ゴム工業
藤倉コンポジット,5121,藤倉コンポジット
オカモト,5122,オカモト
ファインズ,5125,ファインズ
ポーターズ,5126,ポーターズ
ＦＩＸＥＲ,5129,ＦＩＸＥＲ
ヒロホールディングス,5130,ヒロホールディングス
リンカーズ,5131,リンカーズ
ｐｌｕｓｚｅｒｏ,5132,ｐｌｕｓｚｅｒｏ
テリロジーホールディングス,5133,テリロジーホールディングス
ＰＯＰＥＲ,5134,ＰＯＰＥＲ
ＡＩＲ－Ｕ,5135,ＡＩＲ－Ｕ
ｔｒｉｐｌａ,5136,ｔｒｉｐｌａ
スマートドライブ,5137,スマートドライブ
Ｒｅｂａｓｅ,5138,Ｒｅｂａｓｅ
オープンワーク,5139,オープンワーク
アキレス,5142,アキレス
西川ゴム工業,5161,西川ゴム工業
朝日ラバー,5162,朝日ラバー
ニチリン,5184,ニチリン
フコク,5185,フコク
ニッタ,5186,ニッタ
クリエートメディック,5187,クリエートメディック
櫻護謨,5189,櫻護謨
住友理工,5191,住友理工
三ツ星ベルト,5192,三ツ星ベルト
相模ゴム工業,5194,相模ゴム工業
バンドー化学,5195,バンドー化学
不二ラテックス,5199,不二ラテックス
ＡＧＣ,5201,ＡＧＣ
日本板硝子,5202,日本板硝子
石塚硝子,5204,石塚硝子
有沢製作所,5208,有沢製作所
日本山村硝子,5210,日本山村硝子
日本電気硝子,5214,日本電気硝子
倉元製作所,5216,倉元製作所
オハラ,5218,オハラ
住友大阪セメント,5232,住友大阪セメント
太平洋セメント,5233,太平洋セメント
ノザワ,5237,ノザワ
ｍｏｎｏＡＩ　ｔｅｃｈｎｏｌｏｇｙ,5240,ｍｏｎｏＡＩ ｔｅｃｈｎｏｌｏｇｙ
アイズ,5242,アイズ
ｎｏｔｅ,5243,ｎｏｔｅ
ｊｉｇ．ｊｐ,5244,ｊｉｇ．ｊｐ
ＥＬＥＭＥＮＴＳ,5246,ＥＬＥＭＥＮＴＳ
ＢＴＭ,5247,ＢＴＭ
テクノロジーズ,5248,テクノロジーズ
あさかわシステムズ,5249,あさかわシステムズ
プライム・ストラテジー,5250,プライム・ストラテジー
ウイズ・ワン,5251,ウイズ・ワン
日本ナレッジ,5252,日本ナレッジ
カバー,5253,カバー
Ａｒｅｎｔ,5254,Ａｒｅｎｔ
モンスターラボ,5255,モンスターラボ
Ｆｕｓｉｃ,5256,Ｆｕｓｉｃ
ノバシステム,5257,ノバシステム
トランザクション・メディア・ネットワークス,5258,トランザクション・メディア・ネットワークス
ＢＢＤイニシアティブ,5259,ＢＢＤイニシアティブ
リソルホールディングス,5261,リソルホールディングス
日本ヒューム,5262,日本ヒューム
旭コンクリート工業,5268,旭コンクリート工業
日本コンクリート工業,5269,日本コンクリート工業
トーヨーアサノ,5271,トーヨーアサノ
三谷セキサン,5273,三谷セキサン
日本興業,5279,日本興業
ヨシコン,5280,ヨシコン
ジオスター,5282,ジオスター
高見澤,5283,高見澤
ヤマウホールディングス,5284,ヤマウホールディングス
ヤマックス,5285,ヤマックス
イトーヨーギョー,5287,イトーヨーギョー
アジアパイルホールディングス,5288,アジアパイルホールディングス
ベルテクスコーポレーション,5290,ベルテクスコーポレーション
東海カーボン,5301,東海カーボン
日本カーボン,5302,日本カーボン
ＳＥＣカーボン,5304,ＳＥＣカーボン
東洋炭素,5310,東洋炭素
ノリタケ,5331,ノリタケ
ＴＯＴＯ,5332,ＴＯＴＯ
日本碍子,5333,日本碍子
日本特殊陶業,5334,日本特殊陶業
ダントーホールディングス,5337,ダントーホールディングス
ＡＳＡＨＩ　ＥＩＴＯホールディングス,5341,ＡＳＡＨＩ ＥＩＴＯホールディングス
ＭＡＲＵＷＡ,5344,ＭＡＲＵＷＡ
品川リフラ,5351,品川リフラ
黒崎播磨,5352,黒崎播磨
日本坩堝,5355,日本坩堝
美濃窯業,5356,美濃窯業
ヨータイ,5357,ヨータイ
東京窯業,5363,東京窯業
ニッカトー,5367,ニッカトー
日本インシュレーション,5368,日本インシュレーション
新東,5380,新東
マイポックス,5381,マイポックス
フジミインコーポレーテッド,5384,フジミインコーポレーテッド
鶴弥,5386,鶴弥
クニミネ工業,5388,クニミネ工業
エーアンドエーマテリアル,5391,エーアンドエーマテリアル
ニチアス,5393,ニチアス
日本製鉄,5401,日本製鉄
神戸製鋼所,5406,神戸製鋼所
中山製鋼所,5408,中山製鋼所
合同製鐵,5410,合同製鐵
ＪＦＥホールディングス,5411,ＪＦＥホールディングス
東京製鐵,5423,東京製鐵
共英製鋼,5440,共英製鋼
大和工業,5444,大和工業
東京鐵鋼,5445,東京鐵鋼
北越メタル,5446,北越メタル
大阪製鐵,5449,大阪製鐵
ヨドコウ,5451,ヨドコウ
高砂鐵工,5458,高砂鐵工
中部鋼鈑,5461,中部鋼鈑
丸一鋼管,5463,丸一鋼管
モリ工業,5464,モリ工業
大同特殊鋼,5471,大同特殊鋼
日本高周波鋼業,5476,日本高周波鋼業
日本冶金工業,5480,日本冶金工業
愛知製鋼,5482,愛知製鋼
東北特殊鋼,5484,東北特殊鋼
日本金属,5491,日本金属
フロンティアホールディングス,5525,フロンティアホールディングス
ｐｒｏｐｅｒｔｙ　ｔｅｃｈｎｏｌｏｇｉｅｓ,5527,ｐｒｏｐｅｒｔｙ ｔｅｃｈｎｏｌｏｇｉｅｓ
フロンティアハウス,5528,フロンティアハウス
中山不動産,5531,中山不動産
リアルゲイト,5532,リアルゲイト
エリッツホールディングス,5533,エリッツホールディングス
エンゼルグループ,5534,エンゼルグループ
ミガロホールディングス,5535,ミガロホールディングス
京橋アートレジデンス,5536,京橋アートレジデンス
ＡｌｂａＬｉｎｋ,5537,ＡｌｂａＬｉｎｋ
大平洋金属,5541,大平洋金属
新報国マテリアル,5542,新報国マテリアル
新日本電工,5563,新日本電工
ジェノバ,5570,ジェノバ
エキサイトホールディングス,5571,エキサイトホールディングス
Ｒｉｄｇｅ－ｉ,5572,Ｒｉｄｇｅ－ｉ
働楽ホールディングス,5573,働楽ホールディングス
ＡＢＥＪＡ,5574,ＡＢＥＪＡ
Ｇｌｏｂｅｅ,5575,Ｇｌｏｂｅｅ
オービーシステム,5576,オービーシステム
ＡＲアドバンストテクノロジ,5578,ＡＲアドバンストテクノロジ
プロディライト,5580,プロディライト
カイテクノロジー,5581,カイテクノロジー
グリッド,5582,グリッド
Ｓｔｒａｗｂｅｒｒｙ　ｊａｍｓ,5584,Ｓｔｒａｗｂｅｒｒｙ ｊａｍｓ
Ｌａｂｏｒｏ．ＡＩ,5586,Ｌａｂｏｒｏ．ＡＩ
インバウンドプラットフォーム,5587,インバウンドプラットフォーム
ファーストアカウンティング,5588,ファーストアカウンティング
オートサーバー,5589,オートサーバー
ネットスターズ,5590,ネットスターズ
ＡＶＩＬＥＮ,5591,ＡＶＩＬＥＮ
くすりの窓口,5592,くすりの窓口
エム・デー・ビー,5594,エム・デー・ビー
アウトルックコンサルティング,5596,アウトルックコンサルティング
ブルーイノベーション,5597,ブルーイノベーション
Ｙｏｔｔａｖｉａｓ,5598,Ｙｏｔｔａｖｉａｓ
Ｓ＆Ｊ,5599,Ｓ＆Ｊ
栗本鐵工所,5602,栗本鐵工所
虹技,5603,虹技
日本鋳造,5609,日本鋳造
日本鋳鉄管,5612,日本鋳鉄管
雨風太陽,5616,雨風太陽
ウィル・ドゥ,5617,ウィル・ドゥ
ナイル,5618,ナイル
マーソ,5619,マーソ
エスピーオー,5620,エスピーオー
ヒューマンテクノロジーズ,5621,ヒューマンテクノロジーズ
ワンビ,5622,ワンビ
日本製鋼所,5631,日本製鋼所
三菱製鋼,5632,三菱製鋼
メタルアート,5644,メタルアート
日亜鋼業,5658,日亜鋼業
日本精線,5659,日本精線
神鋼鋼線工業,5660,神鋼鋼線工業
パウダーテック,5695,パウダーテック
サンユウ,5697,サンユウ
エンビプロ・ホールディングス,5698,エンビプロ・ホールディングス
イボキン,5699,イボキン
大紀アルミニウム工業所,5702,大紀アルミニウム工業所
日本軽金属ホールディングス,5703,日本軽金属ホールディングス
ＪＭＣ,5704,ＪＭＣ
三井金属,5706,三井金属
東邦亜鉛,5707,東邦亜鉛
三菱マテリアル,5711,三菱マテリアル
住友金属鉱山,5713,住友金属鉱山
ＤＯＷＡホールディングス,5714,ＤＯＷＡホールディングス
古河機械金属,5715,古河機械金属
エス・サイエンス,5721,エス・サイエンス
アサカ理研,5724,アサカ理研
