sbti_id,company_name,isin,lei,organization_type,location,region,sector,near_term_status,near_term_target_classification,near_term_target_year,long_term_status,long_term_target_classification,long_term_target_year,net_zero_status,net_zero_year,full_target_language,ba15_status,ba15_date,target_classification_long,reason_for_extension_or_removal,date_updated
40000456,"Japan Elevator Service Holdings Co., Ltd.",JP3389510003,,Corporate,Japan,Asia,"Trading Companies and Distributors, and Commercial Services and Supplies",Targets set,1.5°C,FY2033,Targets set,1.5°C,FY2050,Targets set,FY2050,"Overall Net-Zero Target: Japan Elevator Service Holdings Co., Ltd. commits to achieve net-zero greenhouse gas emissions across the value chain by FY2050. Near-Term Targets: Japan Elevator Service Holdings Co., Ltd. commits to reduce absolute scope 1 and 2 GHG emissions 54.6% by FY2033 from a FY2023 base year. Japan Elevator Service Holdings Co., Ltd. also commits to reduce absolute scope 3 GHG emissions from purchased goods and services, capital goods, fuel- and energy-related activities, upstream transportation and distribution, waste generated in operations, business travel, employee commuting and downstream leased assets 32.5% within the same timeframe. Long-Term Targets: Japan Elevator Service Holdings Co., Ltd. commits to reduce absolute scope 1 and 2 GHG emissions 90.0% by FY2050 from a FY2023 base year. Japan Elevator Service Holdings Co., Ltd. also commits to reduce absolute scope 3 GHG emissions from purchased goods and services, capital goods, fuel- and energy-related activities, upstream transportation and distribution, waste generated in operations, business travel, employee commuting and downstream leased assets 90.0% within the same timeframe.",BA1.5 member,08/12/2022,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,Expired commitment,09/10/2025
40012944,Japan Tobacco Inc.,JP3726800000,353800Z0ENYBQO0XRJ31,Corporate,Japan,Asia,Tobacco,Targets set,1.5°C,2030,Targets set,1.5°C,2050,Targets set,2050,"Overall Net-Zero Target: JT Group commits to reach net-zero greenhouse gas emissions across the value chain by 2050. Near-Term Targets: JT Group commits to reduce absolute scope 1 and 2 GHG emissions 47% by 2030 from a 2019 base year.* JT Group also commits to reduce absolute scope 3 GHG emissions from purchased goods and services 28% within the same timeframe.
*The target boundary includes land-related emissions and removals from bioenergy feedstocks. JT Group commits to reduce absolute scope 3 FLAG GHG emissions 33.3% by 2030 from a 2019 base year.*
JT Group commits to no deforestation across its primary deforestation-linked commodities, with a target date of December 31, 2025.
*The target includes FLAG emissions and removals. Long-Term Targets: JT Group commits to reduce absolute scope 1, 2 and 3 GHG emissions 90% by 2050 from a 2019 base year.*
*The target boundary includes land-related emissions and removals from bioenergy feedstocks. JT Group commits to reduce absolute scope 3 FLAG GHG emissions 72% by 2050 from a 2019 base year.*
*The target includes FLAG emissions and removals.",,,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,,06/11/2025
40002011,JDC CORPORATION,JP3707200006,353800X8ONA1ZPGOL850,Corporate,Japan,Asia,Construction and Engineering,Targets set,1.5°C,FY2030,Targets set,1.5°C,FY2050,Targets set,FY2050,Overall Net-Zero Target: JDC CORPORATION commits to reach net-zero greenhouse gas emissions across the value chain by FY2050. Near-Term Targets: JDC CORPORATION commits to reduce absolute scope 1 and 2 GHG emissions 42% by FY2030 from a FY2020 base year. JDC CORPORATION also commits to reduce absolute scope 3 GHG emissions 25% within the same timeframe. Long-Term Targets: JDC CORPORATION commits to reduce absolute scope 1 and 2 GHG emissions 90% by FY2050 from FY2020 base year. JDC CORPORATION also commits to reduce absolute scope 3 GHG emissions 90% within the same timeframe.,BA1.5 member,22/03/2022,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,,14/11/2024
40008162,"JENEX CO., LTD.",,,Corporate,Japan,Asia,Construction and Engineering,Targets set,1.5°C,2030,,,,,,Japanese Construction and Engineering company JENEX commits to reduce absolute scope 1 and 2 GHG emissions 55% by 2030 from a 2017 base year. JENEX commits that 90% of its suppliers by emissions covering purchased goods and services will have science-based targets by 2024.,,,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,,30/01/2020
40010069,"Joshin Denki Co.,Ltd.",JP3393000009,NA,Corporate,Japan,Asia,Retailing,Targets set,1.5°C,FY2030,,,,,,"Joshin Denki Co.,Ltd. commits to reduce absolute scope 1 and 2 GHG emissions 42% by FY2030 from a FY2021 base year. Joshin Denki Co.,Ltd. commits to increase active annual sourcing of renewable electricity from 80.4% in FY2021 to 100% by FY2030. Joshin Denki Co.,Ltd. also commits to reduce absolute scope 3 GHG emissions from purchased goods and services and use of sold products 25% by FY2030 from a FY2021 base year.",,,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,,26/10/2023
40008193,"Kagome Co., Ltd.",JP3208200000,549300QC5KRGKXSZKO90,Corporate,Japan,Asia,Food and Beverage Processing,Targets set,1.5°C,2030,,,,,,"Energy & Industry:
Kagome Co., Ltd. commits to reduce absolute scope 1 and 2 GHG emissions 43.1% by 2030 from a 2020 base year.* Kagome Co., Ltd. also commits to reduce absolute scope 3 GHG emissions 25% within the same timeframe.
*The target boundary includes land-related emissions and removals from bioenergy
feedstocks.
FLAG:
Kagome Co., Ltd. commits to reduce absolute scope 1 and 3 FLAG GHG emissions 30.3%
by 2030 from a 2020 base year.** Kagome Co., Ltd. also commits to no deforestation across
its primary deforestation-linked commodities, with a target date of December 31, 2025.
**The target includes FLAG emissions and removals.",,,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,,31/07/2025
40015441,Kajima Corporation,JP3210200006,NA,Corporate,Japan,Asia,Construction and Engineering,Targets set,1.5°C,FY2030,,,,,,"Kajima Corporation commits to reduce absolute scope 1 and 2 GHG
emissions 42% by FY2030 from a FY2021 base year.* Kajima Corporation also commits to reduce absolute scope 3 GHG emissions from purchased goods and services and use of sold products 25% within the same timeframe.
*The target boundary includes land-related emissions and removals from bioenergy feedstocks.",,,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,,10/08/2023
40013148,KAO Corporation,JP3205800000,353800HM38HFCB8RGL63,Corporate,Japan,Asia,"Consumer Durables, Household and Personal Products",Targets set,1.5°C,2030,,,,Commitment removed,,"Japanese personal products company Kao commits to reduce absolute scope 1 and 2 GHG emissions 55% by 2030 from a 2017 base year*. Kao also commits to reduce absolute scope 3 GHG emissions 22% from purchased goods and services, upstream transportation and distribution, and end of life treatment of sold products by 2030 from a 2017 base year. Kao further commits to reduce absolute scope 3 GHG emissions 22% from indirect use-phase emissions of detergent products within the same timeframe. *The target boundary includes biogenic emissions and removals from bioenergy feedstock.",BA1.5 member,22/04/2021,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,Expired commitment,17/03/2022
40002542,"Kawasaki Kisen Kaisha, Ltd.",JP3223800008,353800FL04R73DS5P870,Corporate,Japan,Asia,Water Transportation - Water Transportation,Targets set,2°C,2030,,,,,,Japanese transportation companies Kawasaki Kisen Kaisha (K Line) commits to reduce the scope 1 emissions of ocean-going ships 25% per ton mile by 2030 from a 2011 base-year. This is a milestone target toward K Line's long-term target to reduce the same emissions 50% per ton mile by 2050 from a 2011 base year.,,,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 2°C,,09/02/2017
40002166,KDDI Corporation,JP3496400007,5299003FU7V4I45FU310,Corporate,Japan,Asia,Telecommunication Services,Targets set,1.5°C,FY2030,Targets set,1.5°C,FY2040,Targets set,FY2040,"Overall Net-Zero Target: KDDI CORPORATION commits to reach net-zero greenhouse gas
emissions across the value chain by FY2040.
Near-Term Targets: KDDI CORPORATION commits to reduce absolute scope 1 and 2 GHG
emissions 50% by FY2030 from a FY2019 base year. KDDI CORPORATION also commits
to reduce absolute scope 3 GHG emissions 28% within the same timeframe.
Long-Term Targets: KDDI CORPORATION commits to reduce absolute scope 1 and 2 GHG
emissions 95% by FY2040 from a FY2019 base year. KDDI CORPORATION also commits
to reduce absolute scope 3 GHG emissions 90% within the same timeframe.",BA1.5 member,30/03/2023,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,,20/02/2025
40015452,Kikkoman Corporation,JP3240400006,529900T9K5UH9HXOND47,Corporate,Japan,Asia,Food and Beverage Processing,Targets set,1.5°C,FY2031,,,,,,Kikkoman Corporation commits to reduce absolute scope 1 and 2 GHG emissions 50.4% by FY2031 from a FY2019 base year.* Kikkoman Corporation also commits to reduce absolute scope 3 GHG emissions from purchased goods and services and upstream transportation and distribution 30% within the same timeframe. *The target boundary includes biogenic land-related emissions and removals from bioenergy feedstocks.,,,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,,22/02/2024
40014767,Kirin Holdings Co Ltd,JP3258000003,353800GBVL72LLMTYM96,Corporate,Japan,Asia,Food and Beverage Processing,Targets set,1.5°C,2030,Targets set,1.5°C,2050,Targets set,2050,"Overall Net-Zero Target Kirin Holdings commits to reach net-zero greenhouse gas emissions across the value chain by 2050 from a 2019 base year. Near-Term Targets Kirin Holdings commits to reduce absolute scope 1 and 2 GHG emissions 50% by 2030 from a 2019 base year. Kirin Holdings also commits to reduce absolute scope 3 GHG emissions 30% within the same timeframe. Long-Term Targets Kirin Holdings commits to reduce absolute scope 1, 2 and 3 GHG emissions 90% by 2050 from a 2019 base year.",BA1.5 member,02/07/2020,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,,11/08/2022
40002604,"KMEW Co.,Ltd",NA,NA,Corporate,Japan,Asia,Building Products,Targets set,1.5°C,FY2030,Targets set,1.5°C,FY2050,Targets set,FY2050,"Overall Net-Zero Target: 
KMEW Co., Ltd. commits to reach net-zero greenhouse gas emissions across the value chain by FY2050.
Near-Term Targets: 
KMEW Co., Ltd. commits to reduce absolute scope 1 and 2 GHG emissions 55% by FY2030 from a FY2017 base year. KMEW Co., Ltd also commits to increase active annual sourcing of renewable electricity from 0% in FY2017 to 100% by FY2030. KMEW Co., Ltd. further commits to reduce absolute scope 3 GHG emissions from purchased goods and services 32.5% by FY2030 from a FY2017 base year.
Long-Term Targets: 
KMEW Co., Ltd. commits to reduce absolute scope 1 and 2 GHG emissions 95% by FY2050 from a FY2017 base year. KMEW Co., Ltd. also commits to reduce absolute scope 3 GHG emissions 90% within the same timeframe.",BA1.5 member,30/06/2022,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,,05/09/2024
40008897,"KOBAYASHI PHARMACEUTICAL CO., LTD.",JP3301100008,529900WBSL04KD6TKP95,Corporate,Japan,Asia,"Consumer Durables, Household and Personal Products",Targets set,1.5°C,2030,,,,,,"KOBAYASHI Pharmaceutical Co. , Ltd. commits to reduce absolute scope 1 and 2 GHG emissions 51% by 2030 from a 2018 base year. KOBAYASHI Pharmaceutical Co. , Ltd. also commits to reduce absolute scope 3 GHG emissions 15% within the same timeframe",,,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,,27/10/2022
40012226,"Kokusai Kogyo Co., Ltd",JP3293800003,,Corporate,Japan,Asia,Professional Services,Targets set,1.5°C,FY2030,Targets set,1.5°C,FY2050,Targets set,FY2050,"Overall Net-Zero Target: Kokusai Kogyo Co., Ltd. commits to reach net-zero greenhouse gas emissions across the value chain by FY2050. Near-Term Targets: Kokusai Kogyo Co., Ltd. commits to reduce absolute scope 1 and 2 GHG emissions 70% by FY2030 from a FY2019 base year. Kokusai Kogyo Co., Ltd. also commits to reduce absolute scope 3 GHG emissions from fuel- and energy-related activities, business travel, employee commuting and use of sold products 50% within the same timeframe. Kokusai Kogyo Co., Ltd. further commits that 65% of its suppliers by emissions covering purchased goods and services and capital goods, will have science-based targets by FY2026.  Long-Term Targets: Kokusai Kogyo Co., Ltd. commits to reduce absolute scope 1 and 2 GHG emissions 90% by FY2050 from a FY2019 base year. Kokusai Kogyo Co., Ltd. also commits to reduce absolute scope 3 GHG emissions 90% within the same timeframe.",BA1.5 member,18/06/2020,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,,24/04/2025
40012097,Komatsu Ltd.,JP3304200003,5493004LQ0B4T7QPQV17,Corporate,Japan,Asia,Electrical Equipment and Machinery,Targets set,1.5°C,FY2034,,,,,,"Near-Term Targets: Komatsu Ltd. commits to reduce absolute scope 1 and 2 GHG emissions 59% by FY2034 from a FY2022 base year.* Komatsu Ltd. also commits to reduce absolute scope 3 GHG emissions from fuel- and energy-related activities, and use of sold products 35% within the same timeframe.*
 *The target boundary includes land-related emissions and removals from bioenergy feedstocks.                                                         ",,,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,,27/03/2025
40008782,"Konica Minolta, Inc.",JP3300600008,549300SVK6KRUOL1A740,Corporate,Japan,Asia,Technology Hardware and Equipment,Targets set,1.5°C,FY2030,Targets set,1.5°C,FY2050,Targets set,FY2050,"Overall Net-Zero Target: Konica Minolta, Inc. commits to reach net-zero greenhouse gas emissions across the value chain by FY2050. Near-Term Targets: Konica Minolta, Inc. commits to reduce absolute scope 1 and 2 GHG emissions 51% by FY2030 from a FY2018 base year. Konica Minolta, Inc. also commits to reduce absolute scope 3 GHG emissions from purchased goods and services, upstream transportation and distribution, use of sold products and end-of-life treatment of sold products 30% within the same timeframe. Long-Term Targets: Konica Minolta, Inc. commits to reduce absolute scope 1, 2 and 3 GHG emissions 90% by FY2050 from a FY2018 base year.",,,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,,01/08/2024
40009560,KOSÉ Corporation,JP3283650004,353800NX4GGAVDHHY664,Corporate,Japan,Asia,"Consumer Durables, Household and Personal Products",Targets set,1.5°C,2030,,,,Committed,,KOSÉ Corporation commits to reduce absolute scope 1 and 2 GHG emissions 55% by 2030 from a 2018 base year. KOSÉ Corporation also commits to reduce absolute scope 3 GHG emissions 30% within the same timeframe.,,,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,,03/10/2024
40006988,"Nissin Foods Holdings Co., Ltd.",JP3675600005,529900YMZMNSHC1W6V41,Corporate,Japan,Asia,Food and Beverage Processing,Targets set,1.5°C,2030,Targets set,1.5°C,2050,Targets set,2050,"Overall Net-Zero Target: 
NISSIN FOODS HOLDINGS CO., LTD. commits to reach net-zero greenhouse gas emissions across the value chain by 2050.
Near-Term Targets: Energy and Industrial
NISSIN FOODS HOLDINGS CO., LTD. commits to reduce absolute scope 1 and 2 GHG emissions 42.4% by 2030 from 2020.* NISSIN FOODS HOLDINGS CO., LTD. also commits to reduce absolute scope 3 GHG emissions covering purchased goods and services, upstream and downstream transportation and distribution, business travel, employee commuting, and end of life treatment of sold products 25% within the same timeframe.
FLAG
NISSIN FOODS HOLDINGS CO., LTD. commits to reduce absolute scope 3 FLAG GHG emissions 30.3% by 2030 from a 2020 base year.**
NISSIN FOODS HOLDINGS CO., LTD. commits to no-deforestation across its primary deforestation-linked commodities, with a target date of December 31, 2025.
*The target boundary includes land-related emissions and removals from bioenergy feedstocks.
**The target includes FLAG emissions and removals.
Long-Term Targets: Energy and Industrial
NISSIN FOODS HOLDINGS CO., LTD. commits to reduce absolute scope 1, 2 and 3 GHG emissions 90% by 2050 from a 2020 base year.*
FLAG
NISSIN FOODS HOLDINGS CO., LTD. commits to reduce absolute scope 3 FLAG GHG emissions 72% by 2050 from a 2020 base year.**
*The target boundary includes land-related emissions and removals from bioenergy feedstocks.
**The target includes FLAG emissions and removals.",,,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,,12/12/2024
40001990,"Kumagai Gumi Co., Ltd.",JP3266800006,529900M993KYZI2Q1Q47,Corporate,Japan,Asia,Construction and Engineering,Targets set,Well-below 2°C,FY2030,,,,Committed,,"Kumagai Gumi Co. , Ltd commits to reduce absolute scope 1 and 2 GHG emissions 25% by FY2030 and 75% by FY2050 from a FY2020 base year. Kumagai Gumi Co. , Ltd also commits to reduce absolute scope 3 GHG emissions 13% by FY2030 and 37% by FY2050 from a FY2020 base year.",,,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C,,11/09/2025
40013218,KYOCERA Corporation,JP3249600002,,Corporate,Japan,Asia,Semiconductors and Semiconductors Equipment,Targets set,1.5°C,FY2031,,,,,,KYOCERA Corporation commits to reduce absolute scope 1 and 2 GHG emissions 46.2% by FY2030/31 from a FY2019/20 base year. KYOCERA Corporation also commits to reduce absolute scope 3 GHG emissions 46.2% within the same timeframe,,,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,,19/05/2022
40006180,LIXIL Corporation,JP3626800001,353800KB8G4F9WUJJ886,Corporate,Japan,Asia,Building Products,Targets set,1.5°C,FY2031,Targets set,1.5°C,FY2050,Targets set,FY2050,"Overall Net-Zero Target: LIXIL Corporation commits to reach net-zero greenhouse gas emissions across the value chain by FY2050. Near-Term Targets: LIXIL Corporation commits to reduce absolute scope 1 and 2 GHG emissions 50.4% by FY2031 from a FY2019 base year. LIXIL Corporation also commits to reduce absolute scope 3 GHG emissions 30% within the same timeframe. Long-Term Targets: LIXIL Corporation commits to reduce absolute scope 1, 2, and 3 GHG emissions 90% by FY2050 from a FY2019 base year.",,,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,,04/04/2024
40004941,"LOTTE CO., LTD.",,,Corporate,Japan,Asia,Food and Beverage Processing,Targets set,Well-below 2°C,2028,,,,,,"LOTTE CO. , LTD. commits to reduce absolute scope 1 and 2 GHG emissions 23% by 2028 from a 2019 base year. LOTTE CO. , LTD. also commits to reduce absolute scope 3 GHG emissions from fuel and energy related activities 23% within the same timeframe. LOTTE CO. , LTD. also commits that 80% of its suppliers by emissions covering purchased goods and services, capital goods, and upstream transportation and distribution will have SBTs by 2027",,,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C,,23/06/2022
40005550,Maeda Corporation,JP3861200008,,Corporate,Japan,Asia,Construction and Engineering,Targets set,2°C,2030,,,,,,Building construction and civil engineering company Maeda Corporation commits to reduce absolute scope 1 and 2 GHG emissions 20% by 2030 from a 2018 base year. Maeda Corporation also commits to reduce absolute scope 3 GHG emissions 30% within the same timeframe.,,,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 2°C,,05/09/2019
40008437,"MARUI GROUP CO.,LTD.",JP3870400003,52990081ZYFHQZEEMU57,Corporate,Japan,Asia,Retailing,Targets set,1.5°C,FY2030,Targets set,1.5°C,FY2050,Targets set,FY2050,"Overall Net-Zero Target
MARUI GROUP CO., LTD. commits to reach net-zero greenhouse gas emissions across the value chain by FY2050 from a FY2016 base year.
Near-Term Targets
MARUI GROUP CO., LTD. commits to reduce absolute scope 1 and 2 GHG emissions 80% by FY2030 from a FY2016 base-year. MARUI GROUP CO., LTD. also commits to increase active annual sourcing of renewable electricity from 0% in FY2016 to 100% by FY2030. MARUI GROUP CO., LTD. further commits to reduce absolute scope 3 GHG emissions 35% within the same timeframe. Long-Term Targets
MARUI GROUP CO., LTD. commits to reduce absolute scope 1, 2, and 3 GHG emissions 90% by FY2050 from a FY2016 base year.",BA1.5 member,01/08/2019,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,,14/09/2023
40002513,"MATSUDA SANGYO Co.,Ltd.",JP3868500004,3538005JX81V3H77VM68,Corporate,Japan,Asia,"Mining - Other (Rare Minerals, Precious Metals and Gems)",Targets set,1.5°C,FY2030,,,,,,"MATSUDA SANGYO CO., LTD commits to reduce absolute scope 1 and 2 GHG emissions 42% by FY2030 from a FY2020 base year. MATSUDA SANGYO CO., LTD also commits to reduce absolute scope 3 GHG emissions 25% by FY2030 from a FY2020 base year.",,,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,,21/12/2023
40001536,MEIDENSHA CORPORATION,JP3919800007,529900VFKHJPVURD7985,Corporate,Japan,Asia,Electrical Equipment and Machinery,Targets set,1.5°C,FY2030,,,,,,MEIDENSHA CORPORATION commits to reduce absolute scope 1 and 2 GHG emissions 50% by FY2030 from a FY2019 base year. MEIDENSHA CORPORATION also commits to reduce absolute scope 3 GHG emissions 30% within the same timeframe.,,,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,,10/04/2025
40007994,"Meiji Holdings Co., Ltd.",JP3918000005,5299002D52YIP6DWMV49,Corporate,Japan,Asia,Food and Beverage Processing,Targets set,1.5°C,FY2030,Targets set,1.5°C,FY2050,Targets set,FY2050,"Overall net-zero target:
Meiji Holdings Co., Ltd. commits to reach net-zero greenhouse gas emissions across the value chain by FY2050.
Near-term targets:
Energy & Industry: Meiji Holdings Co., Ltd. commits to reduce absolute scope 1 and 2 GHG emissions 50% by FY2030 from a FY2019 base year. Meiji Holdings Co., Ltd. also commits to reduce absolute scope 3 GHG emissions from purchased goods and services, upstream and downstream transportation and distribution, and end-of-life treatment of sold products 30% within the same timeframe.
FLAG: Meiji Holdings Co., Ltd. commits to reduce absolute scope 3 FLAG GHG emissions 33.3% by FY2030 from a FY2019 base year.* Meiji Holdings Co., Ltd. also commits to no deforestation across its primary deforestation-linked commodities, with a target date of 31 December, 2025.
*Target includes FLAG emissions and removals.
Long-term targets:
Energy & Industry: Meiji Holdings Co., Ltd. commits to reduce absolute scope 1 and 2 GHG emissions 90% by FY2050 from a FY2019 base year. Meiji Holdings Co., Ltd. also commits to reduce absolute scope 3 GHG emissions from purchased goods and services, upstream and downstream transportation and distribution, and end-of-life treatment of sold products 90% within the same timeframe.
FLAG: Meiji Holdings Co., Ltd. commits to reduce absolute scope 3 FLAG GHG emissions 72% by FY2050 from a FY2019 base year.*
*Target includes FLAG emissions and removals.",,,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,,31/07/2025
40014108,"Mercari, Inc.",JP3921290007,3538009SK4V5AXSTUJ26,Corporate,Japan,Asia,Software and Services,Targets set,1.5°C,FY2030,,,,,,"Mercari, Inc. commits to reduce absolute scope 1 and 2 GHG emissions 90% by FY2030 from a FY2021 base year. Mercari, Inc. also commits to reduce scope 3 GHG emissions from downstream transportation and distribution 51.6% per JPY value added by FY2030 from a FY2023 base year.",,,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,,26/09/2024
40011321,MIRAIT ONE Corporation,JP3910620008,353800RI3EZVEIDAEL62,Corporate,Japan,Asia,Construction and Engineering,Targets set,1.5°C,FY2030,,,,,,MIRAIT ONE CORPORATION commits to reduce absolute scope 1 and 2 GHG emissions 42% by FY2030 from a FY2020 base year. MIRAIT ONE CORPORATION also commits to reduce absolute scope 3 GHG emissions 25% within the same timeframe.,,,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,,09/03/2023
40016043,Mitsubishi Electric Corporation,JP3902400005,549300TRXM9Y6561AX39,Corporate,Japan,Asia,Electrical Equipment and Machinery,Targets set,1.5°C,FY2031,,,,,,Mitsubishi Electric commits to reduce absolute scope 1 and 2 GHG emissions 42% by FY2031 from a FY2022 base year. Mitsubishi Electric also commits to reduce absolute scope 3 GHG emissions 30% by FY2031 from a FY2019 base year.,,,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,,15/02/2024
40008626,"MITSUBISHI ESTATE CO., LTD.",JP3899600005,353800KOFMRGOXSJ5Z65,Corporate,Japan,Asia,Real Estate,Targets set,1.5°C,FY2030,Targets set,1.5°C,FY2050,Targets set,FY2050,"Overall Net-Zero Target Mitsubishi Estate Co. , LTD. commits to reach net-zero greenhouse gas emissions across the value chain by FY2050 from a FY2019 base year. Near-Term Targets Mitsubishi Estate Co. , LTD. commits to reduce absolute scope 1 and 2 GHG emissions 70% by FY2030 from a FY2019 base year. Mitsubishi Estate Co. , LTD. commits to reduce absolute scope 3 GHG emissions 50% by FY2030 from a FY2019 base year. Long-Term Targets Mitsubishi Estate Co. , LTD. commits to reduce absolute scope 1, 2, and 3 GHG emissions 90% by FY2050 from a FY2019 base year.",,,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,,28/07/2022
40000152,"MITSUI FUDOSAN CO., LTD.",JP3893200000,353800ND4ZKNZDYKMF33,Corporate,Japan,Asia,Real Estate,Targets set,1.5°C,FY2030,,,,,,"MITSUI FUDOSAN CO., LTD. commits to reduce absolute scope 1 and 2 GHG emissions 46.2% by FY2030 from a FY2019 base year. MITSUI FUDOSAN., LTD. also commits to reduce absolute 3 GHG emissions 39.2% within the same timeframe",,,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,,15/09/2022
40001786,MIZUNO CORPORATION,JP3905200006,353800HVH84K5YH37819,Corporate,Japan,Asia,"Textiles, Apparel, Footwear and Luxury Goods",Targets set,1.5°C,FY2030,,,,Commitment removed,,"Mizuno Corporation commits to reduce absolute scope 1 and 2 GHG emissions 50.4% by FY2030 from a FY2018 base year. Mizuno Corporation also commits to reduce scope 3 GHG emissions from purchased goods and services and end of life treatment of sold products 58.1% per billion JPY value added within the same timeframe. 
",BA1.5 member,09/12/2021,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,Expired commitment,23/05/2024
40006543,"Mori Building Co., Ltd.",,353800C0UM3UOV1CGX61,Corporate,Japan,Asia,Real Estate,Targets set,1.5°C,FY2030,,,,,,"Mori Building Co. , Ltd. commits to reduce absolute scope 1 and 2 GHG emissions 50% by FY2030 from a FY2019 base year. Mori Building Co. , Ltd. also commits to reduce absolute scope 3 GHG emissions 30% within the same timeframe.",,,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,,26/01/2023
40009651,"Murata Manufacturing Co., Ltd.",JP3914400001,529900QZG6DL8ZRI7140,Corporate,Japan,Asia,Technology Hardware and Equipment,Targets set,1.5°C,FY2030,,,,,,"Murata Manufacturing Co. , Ltd. commits to reduce absolute scope 1 and 2 GHG emissions 46% by FY2030 from a FY2019 base year. Murata Manufacturing Co. , Ltd. also commits to reduce absolute scope 3 GHG emissions 28% within the same timeframe",,,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,,20/01/2022
40002323,Nabtesco Corporation,JP3651210001,529900DVHQXYRTGW7739,Corporate,Japan,Asia,Electrical Equipment and Machinery,Targets set,1.5°C,2030,,,,,,"Nabtesco Corporation commits to reduce absolute scope 1 and 2 GHG emissions 63% by 2030 and 100% by 2050 from a 2015 base year. To reduce Scope 3 emissions, Nabtesco Corporation commits to have the top 70% of suppliers in terms of total purchase value set their own GHG reduction targets by 2025, towards the aim that these suppliers adopt science-based GHG reduction targets by 2030.",,,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,,09/09/2021
