entity_id,axis_id,tag_id,tag_value,source_file,evidence,rule_id,snippet
高砂熱学工業,struct::全体,external_expert_involved,unk,,,structure_core_yes,
高砂熱学工業,struct::規制対応,external_expert_involved,unk,,,structure_core_yes,
高砂熱学工業,struct::透明性,external_expert_involved,unk,,,structure_core_yes,
JR西日本,core_score,climate_kpi_in_management_evaluation,unk,,,core_yes_count,
JR西日本,struct::Scope3,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
JR西日本,struct::イノベーション,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
JR西日本,struct::ガバナンス,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
JR西日本,struct::サプライチェーン,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
JR西日本,struct::事業転換,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
JR西日本,struct::全体,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
JR西日本,struct::規制対応,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
JR西日本,struct::透明性,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
アズビル,core_score,climate_kpi_in_management_evaluation,unk,,,core_yes_count,
アズビル,struct::Scope3,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
アズビル,struct::イノベーション,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
アズビル,struct::ガバナンス,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
アズビル,struct::サプライチェーン,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
アズビル,struct::事業転換,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
アズビル,struct::全体,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
アズビル,struct::規制対応,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
アズビル,struct::透明性,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
イトーキ,core_score,climate_kpi_in_management_evaluation,unk,,,core_yes_count,
イトーキ,struct::Scope3,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
イトーキ,struct::イノベーション,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
イトーキ,struct::ガバナンス,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
イトーキ,struct::サプライチェーン,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
イトーキ,struct::事業転換,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
イトーキ,struct::全体,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
イトーキ,struct::規制対応,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
イトーキ,struct::透明性,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
オムロン,core_score,climate_kpi_in_management_evaluation,no,,no,core_yes_count,
オムロン,struct::Scope3,climate_kpi_in_management_evaluation,no,,no,structure_core_yes,
オムロン,struct::イノベーション,climate_kpi_in_management_evaluation,no,,no,structure_core_yes,
オムロン,struct::ガバナンス,climate_kpi_in_management_evaluation,no,,no,structure_core_yes,
オムロン,struct::サプライチェーン,climate_kpi_in_management_evaluation,no,,no,structure_core_yes,
オムロン,struct::事業転換,climate_kpi_in_management_evaluation,no,,no,structure_core_yes,
オムロン,struct::全体,climate_kpi_in_management_evaluation,no,,no,structure_core_yes,
オムロン,struct::規制対応,climate_kpi_in_management_evaluation,no,,no,structure_core_yes,
オムロン,struct::透明性,climate_kpi_in_management_evaluation,no,,no,structure_core_yes,
キリンホールディングス,core_score,climate_kpi_in_management_evaluation,unk,,,core_yes_count,
キリンホールディングス,struct::Scope3,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
キリンホールディングス,struct::イノベーション,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
キリンホールディングス,struct::ガバナンス,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
キリンホールディングス,struct::サプライチェーン,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
キリンホールディングス,struct::事業転換,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
キリンホールディングス,struct::全体,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
キリンホールディングス,struct::規制対応,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
キリンホールディングス,struct::透明性,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
サカタインクス,core_score,climate_kpi_in_management_evaluation,unk,,,core_yes_count,
サカタインクス,struct::Scope3,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
サカタインクス,struct::イノベーション,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
サカタインクス,struct::ガバナンス,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
サカタインクス,struct::サプライチェーン,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
サカタインクス,struct::事業転換,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
サカタインクス,struct::全体,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
サカタインクス,struct::規制対応,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
サカタインクス,struct::透明性,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
シンフォニアテクノロジー,core_score,climate_kpi_in_management_evaluation,unk,,,core_yes_count,
シンフォニアテクノロジー,struct::Scope3,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
シンフォニアテクノロジー,struct::イノベーション,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
シンフォニアテクノロジー,struct::ガバナンス,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
シンフォニアテクノロジー,struct::サプライチェーン,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
シンフォニアテクノロジー,struct::事業転換,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
シンフォニアテクノロジー,struct::全体,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
シンフォニアテクノロジー,struct::規制対応,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
シンフォニアテクノロジー,struct::透明性,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
ダイフク,core_score,climate_kpi_in_management_evaluation,unk,,,core_yes_count,
ダイフク,struct::Scope3,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
ダイフク,struct::イノベーション,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
ダイフク,struct::ガバナンス,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
ダイフク,struct::サプライチェーン,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
ダイフク,struct::事業転換,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
ダイフク,struct::全体,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
ダイフク,struct::規制対応,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
ダイフク,struct::透明性,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
ダイヘン,core_score,climate_kpi_in_management_evaluation,unk,,,core_yes_count,
ダイヘン,struct::Scope3,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
ダイヘン,struct::イノベーション,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
ダイヘン,struct::ガバナンス,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
ダイヘン,struct::サプライチェーン,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
ダイヘン,struct::事業転換,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
ダイヘン,struct::全体,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
ダイヘン,struct::規制対応,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
ダイヘン,struct::透明性,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
マブチモーター,core_score,climate_kpi_in_management_evaluation,no,,no,core_yes_count,
マブチモーター,struct::Scope3,climate_kpi_in_management_evaluation,no,,no,structure_core_yes,
マブチモーター,struct::イノベーション,climate_kpi_in_management_evaluation,no,,no,structure_core_yes,
マブチモーター,struct::ガバナンス,climate_kpi_in_management_evaluation,no,,no,structure_core_yes,
マブチモーター,struct::サプライチェーン,climate_kpi_in_management_evaluation,no,,no,structure_core_yes,
マブチモーター,struct::事業転換,climate_kpi_in_management_evaluation,no,,no,structure_core_yes,
マブチモーター,struct::全体,climate_kpi_in_management_evaluation,no,,no,structure_core_yes,
マブチモーター,struct::規制対応,climate_kpi_in_management_evaluation,no,,no,structure_core_yes,
マブチモーター,struct::透明性,climate_kpi_in_management_evaluation,no,,no,structure_core_yes,
三井物産,core_score,climate_kpi_in_management_evaluation,unk,,,core_yes_count,
三井物産,struct::Scope3,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
三井物産,struct::イノベーション,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
三井物産,struct::ガバナンス,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
三井物産,struct::サプライチェーン,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
三井物産,struct::事業転換,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
三井物産,struct::全体,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
三井物産,struct::規制対応,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
三井物産,struct::透明性,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
三浦工業,core_score,climate_kpi_in_management_evaluation,no,,no,core_yes_count,
三浦工業,struct::Scope3,climate_kpi_in_management_evaluation,no,,no,structure_core_yes,
三浦工業,struct::イノベーション,climate_kpi_in_management_evaluation,no,,no,structure_core_yes,
三浦工業,struct::ガバナンス,climate_kpi_in_management_evaluation,no,,no,structure_core_yes,
三浦工業,struct::サプライチェーン,climate_kpi_in_management_evaluation,no,,no,structure_core_yes,
三浦工業,struct::事業転換,climate_kpi_in_management_evaluation,no,,no,structure_core_yes,
三浦工業,struct::全体,climate_kpi_in_management_evaluation,no,,no,structure_core_yes,
三浦工業,struct::規制対応,climate_kpi_in_management_evaluation,no,,no,structure_core_yes,
三浦工業,struct::透明性,climate_kpi_in_management_evaluation,no,,no,structure_core_yes,
丸紅,core_score,climate_kpi_in_management_evaluation,unk,,,core_yes_count,
丸紅,struct::Scope3,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
丸紅,struct::イノベーション,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
丸紅,struct::ガバナンス,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
丸紅,struct::サプライチェーン,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
丸紅,struct::事業転換,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
丸紅,struct::全体,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
丸紅,struct::規制対応,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
丸紅,struct::透明性,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
九州旅客鉄道,core_score,climate_kpi_in_management_evaluation,no,,no,core_yes_count,
九州旅客鉄道,struct::Scope3,climate_kpi_in_management_evaluation,no,,no,structure_core_yes,
九州旅客鉄道,struct::イノベーション,climate_kpi_in_management_evaluation,no,,no,structure_core_yes,
九州旅客鉄道,struct::ガバナンス,climate_kpi_in_management_evaluation,no,,no,structure_core_yes,
九州旅客鉄道,struct::サプライチェーン,climate_kpi_in_management_evaluation,no,,no,structure_core_yes,
九州旅客鉄道,struct::事業転換,climate_kpi_in_management_evaluation,no,,no,structure_core_yes,
九州旅客鉄道,struct::全体,climate_kpi_in_management_evaluation,no,,no,structure_core_yes,
九州旅客鉄道,struct::規制対応,climate_kpi_in_management_evaluation,no,,no,structure_core_yes,
九州旅客鉄道,struct::透明性,climate_kpi_in_management_evaluation,no,,no,structure_core_yes,
伊藤忠商事,core_score,climate_kpi_in_management_evaluation,unk,,,core_yes_count,
伊藤忠商事,struct::Scope3,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
伊藤忠商事,struct::イノベーション,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
伊藤忠商事,struct::ガバナンス,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
伊藤忠商事,struct::サプライチェーン,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
伊藤忠商事,struct::事業転換,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
伊藤忠商事,struct::全体,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
伊藤忠商事,struct::規制対応,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
伊藤忠商事,struct::透明性,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
住友林業,core_score,climate_kpi_in_management_evaluation,no,,no,core_yes_count,
住友林業,struct::Scope3,climate_kpi_in_management_evaluation,no,,no,structure_core_yes,
住友林業,struct::イノベーション,climate_kpi_in_management_evaluation,no,,no,structure_core_yes,
住友林業,struct::ガバナンス,climate_kpi_in_management_evaluation,no,,no,structure_core_yes,
住友林業,struct::サプライチェーン,climate_kpi_in_management_evaluation,no,,no,structure_core_yes,
住友林業,struct::事業転換,climate_kpi_in_management_evaluation,no,,no,structure_core_yes,
住友林業,struct::全体,climate_kpi_in_management_evaluation,no,,no,structure_core_yes,
住友林業,struct::規制対応,climate_kpi_in_management_evaluation,no,,no,structure_core_yes,
住友林業,struct::透明性,climate_kpi_in_management_evaluation,no,,no,structure_core_yes,
双日_removed,core_score,climate_kpi_in_management_evaluation,yes,,yes,core_yes_count,
双日_removed,struct::Scope3,climate_kpi_in_management_evaluation,yes,,yes,structure_core_yes,
双日_removed,struct::イノベーション,climate_kpi_in_management_evaluation,yes,,yes,structure_core_yes,
双日_removed,struct::ガバナンス,climate_kpi_in_management_evaluation,yes,,yes,structure_core_yes,
双日_removed,struct::サプライチェーン,climate_kpi_in_management_evaluation,yes,,yes,structure_core_yes,
双日_removed,struct::事業転換,climate_kpi_in_management_evaluation,yes,,yes,structure_core_yes,
双日_removed,struct::全体,climate_kpi_in_management_evaluation,yes,,yes,structure_core_yes,
双日_removed,struct::規制対応,climate_kpi_in_management_evaluation,yes,,yes,structure_core_yes,
双日_removed,struct::透明性,climate_kpi_in_management_evaluation,yes,,yes,structure_core_yes,
商船三井,core_score,climate_kpi_in_management_evaluation,unk,,,core_yes_count,
商船三井,struct::Scope3,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
商船三井,struct::イノベーション,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
商船三井,struct::ガバナンス,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
商船三井,struct::サプライチェーン,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
商船三井,struct::事業転換,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
商船三井,struct::全体,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
商船三井,struct::規制対応,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
商船三井,struct::透明性,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
大成建設_removed,core_score,climate_kpi_in_management_evaluation,no,,no,core_yes_count,
大成建設_removed,struct::Scope3,climate_kpi_in_management_evaluation,no,,no,structure_core_yes,
大成建設_removed,struct::イノベーション,climate_kpi_in_management_evaluation,no,,no,structure_core_yes,
大成建設_removed,struct::ガバナンス,climate_kpi_in_management_evaluation,no,,no,structure_core_yes,
大成建設_removed,struct::サプライチェーン,climate_kpi_in_management_evaluation,no,,no,structure_core_yes,
大成建設_removed,struct::事業転換,climate_kpi_in_management_evaluation,no,,no,structure_core_yes,
大成建設_removed,struct::全体,climate_kpi_in_management_evaluation,no,,no,structure_core_yes,
大成建設_removed,struct::規制対応,climate_kpi_in_management_evaluation,no,,no,structure_core_yes,
大成建設_removed,struct::透明性,climate_kpi_in_management_evaluation,no,,no,structure_core_yes,
大東建託,core_score,climate_kpi_in_management_evaluation,yes,,yes,core_yes_count,
大東建託,struct::Scope3,climate_kpi_in_management_evaluation,yes,,yes,structure_core_yes,
大東建託,struct::イノベーション,climate_kpi_in_management_evaluation,yes,,yes,structure_core_yes,
大東建託,struct::ガバナンス,climate_kpi_in_management_evaluation,yes,,yes,structure_core_yes,
大東建託,struct::サプライチェーン,climate_kpi_in_management_evaluation,yes,,yes,structure_core_yes,
大東建託,struct::事業転換,climate_kpi_in_management_evaluation,yes,,yes,structure_core_yes,
大東建託,struct::全体,climate_kpi_in_management_evaluation,yes,,yes,structure_core_yes,
大東建託,struct::規制対応,climate_kpi_in_management_evaluation,yes,,yes,structure_core_yes,
大東建託,struct::透明性,climate_kpi_in_management_evaluation,yes,,yes,structure_core_yes,
大林組,core_score,climate_kpi_in_management_evaluation,unk,,,core_yes_count,
大林組,struct::Scope3,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
大林組,struct::イノベーション,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
大林組,struct::ガバナンス,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
大林組,struct::サプライチェーン,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
大林組,struct::事業転換,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
大林組,struct::全体,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
大林組,struct::規制対応,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
大林組,struct::透明性,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
小林製薬,core_score,climate_kpi_in_management_evaluation,unk,,,core_yes_count,
小林製薬,struct::Scope3,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
小林製薬,struct::イノベーション,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
小林製薬,struct::ガバナンス,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
小林製薬,struct::サプライチェーン,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
小林製薬,struct::事業転換,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
小林製薬,struct::全体,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
小林製薬,struct::規制対応,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
小林製薬,struct::透明性,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
山善,core_score,climate_kpi_in_management_evaluation,no,,no,core_yes_count,
山善,struct::Scope3,climate_kpi_in_management_evaluation,no,,no,structure_core_yes,
山善,struct::イノベーション,climate_kpi_in_management_evaluation,no,,no,structure_core_yes,
山善,struct::ガバナンス,climate_kpi_in_management_evaluation,no,,no,structure_core_yes,
山善,struct::サプライチェーン,climate_kpi_in_management_evaluation,no,,no,structure_core_yes,
山善,struct::事業転換,climate_kpi_in_management_evaluation,no,,no,structure_core_yes,
山善,struct::全体,climate_kpi_in_management_evaluation,no,,no,structure_core_yes,
山善,struct::規制対応,climate_kpi_in_management_evaluation,no,,no,structure_core_yes,
山善,struct::透明性,climate_kpi_in_management_evaluation,no,,no,structure_core_yes,
川崎汽船,core_score,climate_kpi_in_management_evaluation,yes,,yes,core_yes_count,
川崎汽船,struct::Scope3,climate_kpi_in_management_evaluation,yes,,yes,structure_core_yes,
川崎汽船,struct::イノベーション,climate_kpi_in_management_evaluation,yes,,yes,structure_core_yes,
川崎汽船,struct::ガバナンス,climate_kpi_in_management_evaluation,yes,,yes,structure_core_yes,
川崎汽船,struct::サプライチェーン,climate_kpi_in_management_evaluation,yes,,yes,structure_core_yes,
川崎汽船,struct::事業転換,climate_kpi_in_management_evaluation,yes,,yes,structure_core_yes,
川崎汽船,struct::全体,climate_kpi_in_management_evaluation,yes,,yes,structure_core_yes,
川崎汽船,struct::規制対応,climate_kpi_in_management_evaluation,yes,,yes,structure_core_yes,
川崎汽船,struct::透明性,climate_kpi_in_management_evaluation,yes,,yes,structure_core_yes,
戸田建設,core_score,climate_kpi_in_management_evaluation,no,,no,core_yes_count,
戸田建設,struct::Scope3,climate_kpi_in_management_evaluation,no,,no,structure_core_yes,
戸田建設,struct::イノベーション,climate_kpi_in_management_evaluation,no,,no,structure_core_yes,
戸田建設,struct::ガバナンス,climate_kpi_in_management_evaluation,no,,no,structure_core_yes,
戸田建設,struct::サプライチェーン,climate_kpi_in_management_evaluation,no,,no,structure_core_yes,
戸田建設,struct::事業転換,climate_kpi_in_management_evaluation,no,,no,structure_core_yes,
戸田建設,struct::全体,climate_kpi_in_management_evaluation,no,,no,structure_core_yes,
戸田建設,struct::規制対応,climate_kpi_in_management_evaluation,no,,no,structure_core_yes,
戸田建設,struct::透明性,climate_kpi_in_management_evaluation,no,,no,structure_core_yes,
日本紙パルプ商事,core_score,climate_kpi_in_management_evaluation,unk,,,core_yes_count,
日本紙パルプ商事,struct::Scope3,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
日本紙パルプ商事,struct::イノベーション,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
日本紙パルプ商事,struct::ガバナンス,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
日本紙パルプ商事,struct::サプライチェーン,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
日本紙パルプ商事,struct::事業転換,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
日本紙パルプ商事,struct::全体,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
日本紙パルプ商事,struct::規制対応,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
日本紙パルプ商事,struct::透明性,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
日本郵船,core_score,climate_kpi_in_management_evaluation,unk,,,core_yes_count,
日本郵船,struct::Scope3,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
日本郵船,struct::イノベーション,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
日本郵船,struct::ガバナンス,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
日本郵船,struct::サプライチェーン,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
日本郵船,struct::事業転換,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
日本郵船,struct::全体,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
日本郵船,struct::規制対応,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
日本郵船,struct::透明性,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
横河電機_removed,core_score,climate_kpi_in_management_evaluation,unk,,,core_yes_count,
横河電機_removed,struct::Scope3,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
横河電機_removed,struct::イノベーション,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
横河電機_removed,struct::ガバナンス,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
横河電機_removed,struct::サプライチェーン,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
横河電機_removed,struct::事業転換,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
横河電機_removed,struct::全体,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
横河電機_removed,struct::規制対応,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
横河電機_removed,struct::透明性,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
王子ホールディングス,core_score,climate_kpi_in_management_evaluation,unk,,,core_yes_count,
王子ホールディングス,struct::Scope3,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
王子ホールディングス,struct::イノベーション,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
王子ホールディングス,struct::ガバナンス,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
王子ホールディングス,struct::サプライチェーン,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
王子ホールディングス,struct::事業転換,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
王子ホールディングス,struct::全体,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
王子ホールディングス,struct::規制対応,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
王子ホールディングス,struct::透明性,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
豊田通商,core_score,climate_kpi_in_management_evaluation,no,,no,core_yes_count,
豊田通商,struct::Scope3,climate_kpi_in_management_evaluation,no,,no,structure_core_yes,
豊田通商,struct::イノベーション,climate_kpi_in_management_evaluation,no,,no,structure_core_yes,
豊田通商,struct::ガバナンス,climate_kpi_in_management_evaluation,no,,no,structure_core_yes,
豊田通商,struct::サプライチェーン,climate_kpi_in_management_evaluation,no,,no,structure_core_yes,
豊田通商,struct::事業転換,climate_kpi_in_management_evaluation,no,,no,structure_core_yes,
豊田通商,struct::全体,climate_kpi_in_management_evaluation,no,,no,structure_core_yes,
豊田通商,struct::規制対応,climate_kpi_in_management_evaluation,no,,no,structure_core_yes,
豊田通商,struct::透明性,climate_kpi_in_management_evaluation,no,,no,structure_core_yes,
酉島製作所（サステナビリティ）,core_score,climate_kpi_in_management_evaluation,unk,,,core_yes_count,
酉島製作所（サステナビリティ）,struct::Scope3,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
酉島製作所（サステナビリティ）,struct::イノベーション,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
酉島製作所（サステナビリティ）,struct::ガバナンス,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
酉島製作所（サステナビリティ）,struct::サプライチェーン,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
酉島製作所（サステナビリティ）,struct::事業転換,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
酉島製作所（サステナビリティ）,struct::全体,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
酉島製作所（サステナビリティ）,struct::規制対応,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
酉島製作所（サステナビリティ）,struct::透明性,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
長瀬産業,core_score,climate_kpi_in_management_evaluation,no,,no,core_yes_count,
長瀬産業,struct::Scope3,climate_kpi_in_management_evaluation,no,,no,structure_core_yes,
長瀬産業,struct::イノベーション,climate_kpi_in_management_evaluation,no,,no,structure_core_yes,
長瀬産業,struct::ガバナンス,climate_kpi_in_management_evaluation,no,,no,structure_core_yes,
長瀬産業,struct::サプライチェーン,climate_kpi_in_management_evaluation,no,,no,structure_core_yes,
長瀬産業,struct::事業転換,climate_kpi_in_management_evaluation,no,,no,structure_core_yes,
長瀬産業,struct::全体,climate_kpi_in_management_evaluation,no,,no,structure_core_yes,
長瀬産業,struct::規制対応,climate_kpi_in_management_evaluation,no,,no,structure_core_yes,
長瀬産業,struct::透明性,climate_kpi_in_management_evaluation,no,,no,structure_core_yes,
阪和興業,core_score,climate_kpi_in_management_evaluation,unk,,,core_yes_count,
阪和興業,struct::Scope3,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
阪和興業,struct::イノベーション,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
阪和興業,struct::ガバナンス,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
阪和興業,struct::サプライチェーン,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
阪和興業,struct::事業転換,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
阪和興業,struct::全体,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
阪和興業,struct::規制対応,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
阪和興業,struct::透明性,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
静岡ガス,core_score,climate_kpi_in_management_evaluation,unk,,,core_yes_count,
静岡ガス,struct::Scope3,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
静岡ガス,struct::イノベーション,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
静岡ガス,struct::ガバナンス,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
静岡ガス,struct::サプライチェーン,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
静岡ガス,struct::事業転換,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
静岡ガス,struct::全体,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
静岡ガス,struct::規制対応,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
静岡ガス,struct::透明性,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
高砂熱学工業,core_score,climate_kpi_in_management_evaluation,unk,,,core_yes_count,
高砂熱学工業,struct::Scope3,climate_kpi_in_management_evaluation,unk,,,structure_core_yes,
